"REGION","CERCLE","COMMUNE","VFQ","CV","BV","ELECTEURS_M","ELECTEURS_F","ELECTEURS"
"MOPTI","BANKASS","BANKASS","TINTO","ECOLE TINTO","001",181,193,374
"MOPTI","BANKASS","BANKASS","WELINGARA","WELINGARA","001",96,68,164
"MOPTI","BANKASS","BAYE","BAYE","ECOLE BAYE","001",234,217,451
"MOPTI","BANKASS","BAYE","BAYE","ECOLE BAYE","002",236,214,450
"MOPTI","BANKASS","BAYE","BAYE","ECOLE BAYE","003",222,228,450
"MOPTI","BANKASS","BAYE","BAYE","ECOLE BAYE","004",231,219,450
"MOPTI","BANKASS","BAYE","BAYE","ECOLE BAYE","005",238,212,450
"MOPTI","BANKASS","BAYE","BORO","VESTIBULE CHEF VILLAGE BORO","001",23,21,44
"MOPTI","BANKASS","BAYE","DIAN","ECOLE DIAN","001",166,143,309
"MOPTI","BANKASS","BAYE","DIEN","VESTIBULE CHEF VILLAGE DIEN","001",82,62,144
"MOPTI","BANKASS","BAYE","DISSA","ECOLE DISSA","001",152,151,303
"MOPTI","BANKASS","BAYE","DOULIN-BAYE","ECOLE DOULIN-BAYE","001",253,233,486
"MOPTI","BANKASS","BAYE","GOERE","ECOLE DE GOERE","001",278,197,475
"MOPTI","BANKASS","BAYE","GONDJEGUINADOU","VESTIBULE CHEF VILLAGE","001",47,53,100
"MOPTI","BANKASS","BAYE","KANDE","ECOLE DE KANDE","001",160,119,279
"MOPTI","BANKASS","BAYE","KANWERE","ECOLE KANWERE","001",72,60,132
"MOPTI","BANKASS","BAYE","KARI","ECOLE KARI","001",152,113,265
"MOPTI","BANKASS","BAYE","LIBBE-HABBE","ECOLE LIBE-HABE","001",183,183,366
"MOPTI","BANKASS","BAYE","LIBBE-PEULH","ECOLE LIBE-PEULH","001",147,122,269
"MOPTI","BANKASS","BAYE","LIBBE-PEULH","ECOLE LIBE-PEULH","002",151,117,268
"MOPTI","BANKASS","BAYE","LOSSAGOU","ECOLE LOSSAGOU","001",118,123,241
"MOPTI","BANKASS","BAYE","MINTA","ECOLE MINTA","001",160,179,339
"MOPTI","BANKASS","BAYE","MINTA","ECOLE MINTA","002",170,168,338
"MOPTI","BANKASS","BAYE","NASSARI-PEULH","VESTIBULE CHEF VILLAGE-NASSARI-PEULH","001",56,38,94
"MOPTI","BANKASS","BAYE","NASSARI-SAMOGO","ECOLE NASSIRI-SAMOGO","001",173,134,307
"MOPTI","BANKASS","BAYE","NIAMNIA","ECOLE NIAMIA","001",216,260,476
"MOPTI","BANKASS","BAYE","NIAMNIA","ECOLE NIAMIA","002",225,251,476
"MOPTI","BANKASS","BAYE","OUFOU","ECOLE OUFFOU","001",102,119,221
"MOPTI","BANKASS","BAYE","OULA","ECOLE DE OULA","001",275,195,470
"MOPTI","BANKASS","BAYE","OURO","ECOLE OURO","001",211,225,436
"MOPTI","BANKASS","BAYE","OURO OUFOU","VESTIBULE CHEF VILLAGE OURO-OUFFOU","001",40,25,65
"MOPTI","BANKASS","BAYE","OURO-EME","VESTIBULE CHEF VILLAGE OURO-EME","001",43,27,70
"MOPTI","BANKASS","BAYE","OUROKOIN","ECOLE DE OURO-KOIN","001",141,138,279
"MOPTI","BANKASS","BAYE","OUROKOIN","ECOLE DE OURO-KOIN","002",140,138,278
"MOPTI","BANKASS","BAYE","OURO-SAYE","VESTIBULE CHEF VILLAGE OURO-SAYE","001",91,80,171
"MOPTI","BANKASS","BAYE","PARA","ECOLE DE PARA","001",91,80,171
"MOPTI","BANKASS","BAYE","PISSA","ECOLE PISSA","001",211,227,438
"MOPTI","BANKASS","BAYE","PISSA","ECOLE PISSA","002",211,227,438
"MOPTI","BANKASS","BAYE","PISSA","ECOLE PISSA","003",214,224,438
"MOPTI","BANKASS","BAYE","PISSA","ECOLE PISSA","004",216,221,437
"MOPTI","BANKASS","BAYE","PISSA","ECOLE PISSA","005",218,219,437
"MOPTI","BANKASS","BAYE","SAALO","ECOLE DE SAALO","001",181,168,349
"MOPTI","BANKASS","BAYE","SALLE","ECOLE SALLE","001",54,46,100
"MOPTI","BANKASS","BAYE","SOGUE","ECOLE SOGUE","001",130,88,218
"MOPTI","BANKASS","BAYE","SONGORE","ECOLE SONGORE","001",205,195,400
"MOPTI","BANKASS","BAYE","SONGORE","ECOLE SONGORE","002",185,215,400
"MOPTI","BANKASS","BAYE","SONGORE","ECOLE SONGORE","003",205,194,399
"MOPTI","BANKASS","BAYE","SONGORE","ECOLE SONGORE","004",210,189,399
"MOPTI","BANKASS","BAYE","YIRA","ECOLE YIRA","001",187,189,376
"MOPTI","BANKASS","BAYE","ZEREMA","ECOLE ZEREMA","001",64,76,140
"MOPTI","BANKASS","DIALLASSAGOU","ALI","ALL","001",116,116,232
"MOPTI","BANKASS","DIALLASSAGOU","ANDA-KANDA","ANDA-KANDA","001",79,90,169
"MOPTI","BANKASS","DIALLASSAGOU","AROU-BAHABE","AROU-BAHABE","001",52,51,103
"MOPTI","BANKASS","DIALLASSAGOU","BALAGUINA","BALAGUINA","001",126,127,253
"MOPTI","BANKASS","DIALLASSAGOU","DAYMADIAM","DAYMADIAM","001",61,75,136
"MOPTI","BANKASS","DIALLASSAGOU","DEGUESSAGOU","DEGUESSAGOU","001",197,218,415
"MOPTI","BANKASS","DIALLASSAGOU","DEGUESSAGOU","DEGUESSAGOU","002",212,202,414
"MOPTI","BANKASS","DIALLASSAGOU","DIALLASSAGOU","ECOLE DIALLASSAGOU","001",246,242,488
"MOPTI","BANKASS","DIALLASSAGOU","DIALLASSAGOU","ECOLE DIALLASSAGOU","002",256,231,487
"MOPTI","BANKASS","DIALLASSAGOU","DIALLASSAGOU","ECOLE DIALLASSAGOU","003",245,242,487
"MOPTI","BANKASS","DIALLASSAGOU","DIALLAYE","ECOLE DIALLAYE","001",192,200,392
"MOPTI","BANKASS","DIALLASSAGOU","DIALLAYE","ECOLE DIALLAYE","002",190,201,391
"MOPTI","BANKASS","DIALLASSAGOU","DIALLAYE","ECOLE DIALLAYE","003",179,212,391
"MOPTI","BANKASS","DIALLASSAGOU","DIALLAYE","ECOLE DIALLAYE","004",188,203,391
"MOPTI","BANKASS","DIALLASSAGOU","DIANGAL","DIANGAL","001",149,150,299
"MOPTI","BANKASS","DIALLASSAGOU","DIANWELY","DIANWELY","001",171,133,304
"MOPTI","BANKASS","DIALLASSAGOU","DINTO","DINTO","001",49,54,103
"MOPTI","BANKASS","DIALLASSAGOU","DOUKORO","DOUKORO","001",149,143,292
"MOPTI","BANKASS","DIALLASSAGOU","ISSAGOU","ISSAGOU","001",91,100,191
"MOPTI","BANKASS","DIALLASSAGOU","KOUME-PEULH","KOUME-PEULH","001",44,41,85
"MOPTI","BANKASS","DIALLASSAGOU","MAGA","MAGA","001",137,183,320
"MOPTI","BANKASS","DIALLASSAGOU","MOUGURE","MOUGUE","001",115,122,237
"MOPTI","BANKASS","DIALLASSAGOU","NEMA","NEMA","001",34,25,59
"MOPTI","BANKASS","DIALLASSAGOU","NENE","ECOLE NENE","001",176,190,366
"MOPTI","BANKASS","DIALLASSAGOU","NENE","ECOLE NENE","002",170,196,366
"MOPTI","BANKASS","DIALLASSAGOU","NENE","ECOLE NENE","003",166,199,365
"MOPTI","BANKASS","DIALLASSAGOU","OUANDIANA-HABBE","OUANDIANA-HABE","001",32,37,69
"MOPTI","BANKASS","DIALLASSAGOU","OUANDIANA-PEULH","OUANDIANA-PEULH","001",95,75,170
"MOPTI","BANKASS","DIALLASSAGOU","OUNOUNA","OUNOUNA","001",181,152,333
"MOPTI","BANKASS","DIALLASSAGOU","SOKORO","SOKORO","001",181,209,390
"MOPTI","BANKASS","DIALLASSAGOU","SOKORO-KANDA","SOKORO-KANDA","001",74,96,170
"MOPTI","BANKASS","DIALLASSAGOU","TIRE","TIRE","001",117,130,247
"MOPTI","BANKASS","DIALLASSAGOU","YALEMA","ECOLE YALEMA","001",217,147,364
"MOPTI","BANKASS","DIALLASSAGOU","YALEMA","ECOLE YALEMA","002",189,174,363
"MOPTI","BANKASS","DIMBAL HABBE","AMBASSA-HABBE","CENTRE ALPHA","001",208,191,399
"MOPTI","BANKASS","DIMBAL HABBE","AMBASSA-PEULH","AMBASSA-PEULH","001",79,44,123
"MOPTI","BANKASS","DIMBAL HABBE","BALAGA","BALAGA","001",31,19,50
"MOPTI","BANKASS","DIMBAL HABBE","DEMBO","DEMBO","001",133,153,286
"MOPTI","BANKASS","DIMBAL HABBE","DIMBAL PEULH","DIMBAL-PEULH","001",27,28,55
"MOPTI","BANKASS","DIMBAL HABBE","DIMBAL-HABBE","DIMBAL-HABE 1ER CYCLE","001",225,228,453
"MOPTI","BANKASS","DIMBAL HABBE","DIMBAL-HABBE","DIMBAL-HABE 2EME CYCLE A","001",216,237,453
"MOPTI","BANKASS","DIMBAL HABBE","DIMBAL-HABBE","DIMBAL-HABE 2EME CYCLE B","001",214,238,452
"MOPTI","BANKASS","DIMBAL HABBE","DIOUBANDIARA","DIOUBANDIARA","001",35,49,84
"MOPTI","BANKASS","DIMBAL HABBE","KOBOHO","KOBOHO","001",89,77,166
"MOPTI","BANKASS","DIMBAL HABBE","KONSAGOU","KONSAGOU ECOLE","001",164,206,370
"MOPTI","BANKASS","DIMBAL HABBE","KONSAGOU","KONSAGOU ECOLE","002",176,194,370
"MOPTI","BANKASS","DIMBAL HABBE","KONSAGOU","KONSAGOU ECOLE","003",171,199,370
"MOPTI","BANKASS","DIMBAL HABBE","LOGON","LOGON ECOLE","001",179,211,390
"MOPTI","BANKASS","DIMBAL HABBE","LOGON","LOGON ECOLE","002",186,203,389
"MOPTI","BANKASS","DIMBAL HABBE","OUBANYARA","ECOLE OUBAYARA","001",203,206,409
"MOPTI","BANKASS","DIMBAL HABBE","SAGABALA","SAGABALA","001",57,50,107
"MOPTI","BANKASS","DIMBAL HABBE","SINEA","SINEA","001",76,82,158
"MOPTI","BANKASS","DIMBAL HABBE","SOKANDA","SOKANDA ECOLE","001",114,147,261
"MOPTI","BANKASS","DIMBAL HABBE","SONKUN","SONKOUN","001",91,70,161
"MOPTI","BANKASS","DIMBAL HABBE","SONLE","SONLE ECOLE","001",122,131,253
"MOPTI","BANKASS","DIMBAL HABBE","SONLE","SONLE ECOLE","002",124,129,253
"MOPTI","BANKASS","DIMBAL HABBE","SOUGOUMA","SOUGOUMA","001",43,44,87
"MOPTI","BANKASS","DIMBAL HABBE","SOULA-KANDA","SOULA-KANDA 1ER CYCLE","001",152,159,311
"MOPTI","BANKASS","DIMBAL HABBE","SOULA-KANDA","SOULA-KANDA 2EME CYCLE","001",138,174,312
"MOPTI","BANKASS","DIMBAL HABBE","TALKORO","TALKORO","001",110,117,227
"MOPTI","BANKASS","DIMBAL HABBE","TEDYE-KANDA","TEDYE-KANDA ECOLE","001",134,150,284
"MOPTI","BANKASS","DIMBAL HABBE","TIEMBALA","TIEMBALA","001",179,182,361
"MOPTI","BANKASS","KANI-BONZON","BAGOUROU","BAGOUROU ECOLE","001",157,176,333
"MOPTI","BANKASS","KANI-BONZON","DIANWELY","DIANWELY","001",95,83,178
"MOPTI","BANKASS","KANI-BONZON","DOGO-DO","DOGO-DO","001",103,117,220
"MOPTI","BANKASS","KANI-BONZON","DOGO-GUILLADO","DOGO-GUILADO","001",84,73,157
"MOPTI","BANKASS","KANI-BONZON","DOGO-LEYE","DOGO-LEYE ECOLE","001",169,180,349
"MOPTI","BANKASS","KANI-BONZON","ENDE-GUINEKANDA","ENDE-GUINEKANDA","001",120,97,217
"MOPTI","BANKASS","KANI-BONZON","ENDE-OGO-DENGOU","ENDE-OGO-DENGOU","001",151,147,298
"MOPTI","BANKASS","KANI-BONZON","ENDE-OUO","ENDE-OUO","001",151,158,309
"MOPTI","BANKASS","KANI-BONZON","ENDE-TORO","ENDE-TORO ECOLE","001",114,118,232
"MOPTI","BANKASS","KANI-BONZON","KANI-BONZON","KANI-BONZO 2EME CYCLE","001",146,126,272
"MOPTI","BANKASS","KANI-BONZON","KANI-BONZON","KANI-BONZO 2EME CYCLE","002",144,127,271
"MOPTI","BANKASS","KANI-BONZON","KANI-BONZON","KANI-BONZON 1ER CYCLE","001",139,133,272
"MOPTI","BANKASS","KANI-BONZON","KANI-BONZON","KANI-BONZON 1ER CYCLE","002",143,128,271
"MOPTI","BANKASS","KANI-BONZON","KANI-KOMBOLE","ECOLE KANI-KOMBOLE","001",150,169,319
"MOPTI","BANKASS","KANI-BONZON","KANI-KOMBOLE","ECOLE KANI-KOMBOLE","002",160,159,319
"MOPTI","BANKASS","KANI-BONZON","OUALIA","OUALIA ECOLE","001",111,107,218
"MOPTI","BANKASS","KANI-BONZON","SADIA-HABBE","SADIA-HABE ECOLE","001",173,164,337
"MOPTI","BANKASS","KANI-BONZON","SADIA-HABBE","SADIA-HABE ECOLE","002",168,168,336
"MOPTI","BANKASS","KANI-BONZON","SADIA-PEULH","SADIA-PEULH","001",126,109,235
"MOPTI","BANKASS","KANI-BONZON","TELLY","TELLY ECOLE","001",170,185,355
"MOPTI","BANKASS","KANI-BONZON","YABATALOU","YABATALOU ECOLE","001",128,123,251
"MOPTI","BANKASS","KANI-BONZON","YASSO","YASSO","001",48,53,101
"MOPTI","BANKASS","KOULOGON HABE","ANAGARA","ANAGARA","001",93,102,195
"MOPTI","BANKASS","KOULOGON HABE","BODY AROU","BODY-AROU","001",63,78,141
"MOPTI","BANKASS","KOULOGON HABE","BOGODOU","BOGODOU","001",111,144,255
"MOPTI","BANKASS","KOULOGON HABE","DENA","DENA","001",123,185,308
"MOPTI","BANKASS","KOULOGON HABE","ERDIANA","ERDIANA","001",113,168,281
"MOPTI","BANKASS","KOULOGON HABE","ERDIANA","ERDIANA","002",108,173,281
"MOPTI","BANKASS","KOULOGON HABE","INSAGOU","INSAGOU","001",72,95,167
"MOPTI","BANKASS","KOULOGON HABE","KOLOGON-HABBE","KOULOGON-HABE","001",140,165,305
"MOPTI","BANKASS","KOULOGON HABE","KOLOGON-HABBE","KOULOGON-HABE","002",140,165,305
"MOPTI","BANKASS","KOULOGON HABE","KOULOGON-PEULH","KOULOGON-PEULH","001",202,202,404
"MOPTI","BANKASS","KOULOGON HABE","MINIMA-KANDA-HABBE","MINIMA-KANDA-HABE","001",98,141,239
"MOPTI","BANKASS","KOULOGON HABE","MINIMA-KANDA-PEULH","MINIMA-KANDA-PEULH","001",83,78,161
"MOPTI","BANKASS","KOULOGON HABE","MINIMA-MAOUDE-HABBE","MINIMA-MAOUDE-HABE","001",127,141,268
"MOPTI","BANKASS","KOULOGON HABE","MINIMA-MAOUDE-PEULH","MINIMA-KANDA-PEULH","001",24,31,55
"MOPTI","BANKASS","KOULOGON HABE","MINIMA-MAOUDE-PEULH","MINIMA-MAOUDE-PEULH","001",26,30,56
"MOPTI","BANKASS","KOULOGON HABE","OURO-TIDIANY","OURO-TIDIANI","001",66,87,153
"MOPTI","BANKASS","KOULOGON HABE","SINSAGOU","SINSAGOU","001",164,230,394
"MOPTI","BANKASS","KOULOGON HABE","SINSAGOU","SINSAGOU","002",181,212,393
"MOPTI","BANKASS","KOULOGON HABE","SIRATINTIN","SIRATINTIN","001",113,145,258
"MOPTI","BANKASS","KOULOGON HABE","SIRATINTIN","SIRATINTIN","002",118,139,257
"MOPTI","BANKASS","KOULOGON HABE","SODON","SOBON","001",177,206,383
"MOPTI","BANKASS","KOULOGON HABE","SOGOSSIN","SOGOSSIN","001",166,243,409
"MOPTI","BANKASS","KOULOGON HABE","SOGOSSIN","SOGOSSIN","002",174,235,409
"MOPTI","BANKASS","LESSAGOU HABE","BASSAGOU","BASSAGOU","001",151,174,325
"MOPTI","BANKASS","LESSAGOU HABE","BASSAGOU KANDA","BASSAGOU-KANDA","001",94,125,219
"MOPTI","BANKASS","LESSAGOU HABE","BASSEL","BASSEL","001",72,79,151
"MOPTI","BANKASS","LESSAGOU HABE","DIAMA","DIAMA","001",125,168,293
"MOPTI","BANKASS","LESSAGOU HABE","DIAMA","DIAMA","002",121,171,292
"MOPTI","BANKASS","LESSAGOU HABE","DIENSAGOUSIN","DIENSAGOUSSIN","001",130,162,292
"MOPTI","BANKASS","LESSAGOU HABE","DINDAN","DINDAN","001",101,110,211
"MOPTI","BANKASS","LESSAGOU HABE","DJENA PEUL","DJENA-PEULH","001",68,81,149
"MOPTI","BANKASS","LESSAGOU HABE","GOMOSSAGOU","ECOLE GOMOSSAGOU","001",127,151,278
"MOPTI","BANKASS","LESSAGOU HABE","GOMOSSAGOU","ECOLE GOMOSSAGOU","002",113,164,277
"MOPTI","BANKASS","LESSAGOU HABE","GUINADIO","GUINADIO","001",143,150,293
"MOPTI","BANKASS","LESSAGOU HABE","KANA","KANA","001",183,257,440
"MOPTI","BANKASS","LESSAGOU HABE","KIKILE","KIKILE","001",114,142,256
"MOPTI","BANKASS","LESSAGOU HABE","KOUME-HABBE","KOUME-HABE","001",93,129,222
"MOPTI","BANKASS","LESSAGOU HABE","LAGASSAGOU","LAGASSAGOU","001",168,190,358
"MOPTI","BANKASS","LESSAGOU HABE","LESSAGOU-HABBE","LESSAGOU-HABE","001",120,145,265
"MOPTI","BANKASS","LESSAGOU HABE","LESSAGOU-HABBE","LESSAGOU-HABE","002",129,135,264
"MOPTI","BANKASS","LESSAGOU HABE","LESSAGOU-PEULH","LESSAGOU-PEULH","001",55,62,117
"MOPTI","BANKASS","LESSAGOU HABE","MAGASSEGUE","MAGASSEGUE","001",120,144,264
"MOPTI","BANKASS","LESSAGOU HABE","NASSAGOU","NASSAGOU","001",84,126,210
"MOPTI","BANKASS","LESSAGOU HABE","PASSANDOUGOU","PANSANDOUGOU","001",183,207,390
"MOPTI","BANKASS","LESSAGOU HABE","SOBAN","SOBAN","001",159,189,348
"MOPTI","BANKASS","LESSAGOU HABE","TAAMA","TAAMA","001",92,129,221
"MOPTI","BANKASS","LESSAGOU HABE","TIEMBARA","TIEMBARA","001",87,109,196
"MOPTI","BANKASS","LESSAGOU HABE","TOUSSAGOU","TOUSSAGOU","001",133,151,284
"MOPTI","BANKASS","OUENKORO","BANKOMA","ECOLE 1ER CYCLE BANKOMA","001",144,131,275
"MOPTI","BANKASS","OUENKORO","BIDI","ECOLE 1ER CYCLE BIDI","001",206,127,333
"MOPTI","BANKASS","OUENKORO","DIAREDE","VESTIBULE CHEF VILLAGE DIAREDE","001",78,65,143
"MOPTI","BANKASS","OUENKORO","DOUREL","VESTIBULE CHEF VILLAGE DOUREL","001",201,229,430
"MOPTI","BANKASS","OUENKORO","FEROBE","VESTIBULE CHEF VILLAGE FEROBE","001",93,94,187
"MOPTI","BANKASS","OUENKORO","GOURTIEL","VESTIBULE CHEF VILLAGE GOURTIEL","001",87,101,188
"MOPTI","BANKASS","OUENKORO","KIENOU","ECOLE 1ER CYCLE","001",237,198,435
"MOPTI","BANKASS","OUENKORO","KIENOU","ECOLE 1ER CYCLE","002",231,204,435
"MOPTI","BANKASS","OUENKORO","KIENOU","ECOLE 1ER CYCLE","003",213,221,434
"MOPTI","BANKASS","OUENKORO","KIENOU","ECOLE 1ER CYCLE","004",210,224,434
"MOPTI","BANKASS","OUENKORO","KOURONI","VESTIBULE CHEF VILLAGE KORONI","001",179,207,386
"MOPTI","BANKASS","OUENKORO","MABERE","VESTIBULE CHEF VILLAGE MABERE","001",122,98,220
"MOPTI","BANKASS","OUENKORO","NION","VESTIBULE CHEF VILLAGE NION","001",155,146,301
"MOPTI","BANKASS","OUENKORO","OUENKORO","OUENKORO ECOLE 1ER CYCLE","001",218,203,421
"MOPTI","BANKASS","OUENKORO","OUENKORO","OUENKORO ECOLE 1ER CYCLE","002",201,219,420
"MOPTI","BANKASS","OUENKORO","OUENKORO","OUENKORO ECOLE 1ER CYCLE","003",212,208,420
"MOPTI","BANKASS","OUENKORO","OUENKORO","OUENKORO ECOLE 1ER CYCLE","004",214,206,420
"MOPTI","BANKASS","OUENKORO","PEGUERE","SALLE CLASSE PASSERELLE","001",246,227,473
"MOPTI","BANKASS","OUENKORO","PEGUERE","VESTIBULE CHEF VILLAGE","001",245,227,472
"MOPTI","BANKASS","OUENKORO","PEH","ECOLE 1ER CYCLE PEH","001",174,167,341
"MOPTI","BANKASS","OUENKORO","PEH","ECOLE 1ER CYCLE PEH","002",175,166,341
"MOPTI","BANKASS","OUENKORO","SANKORO","ECOLE 1ER CYCLE SANKORO","001",151,135,286
"MOPTI","BANKASS","OUENKORO","SANKORO","ECOLE 1ER CYCLE SANKORO","002",158,128,286
"MOPTI","BANKASS","OUENKORO","SARAN","VESTIBULE CHEF VILLAGE SARAN","001",87,71,158
"MOPTI","BANKASS","OUENKORO","SIRAGOUROU","ECOLE 1ER CYCLE SIRAGOUROU","001",86,78,164
"MOPTI","BANKASS","OUENKORO","SIRAKELE","VESTIBULE CHEF VILLAGE SIRAKELEN","001",42,40,82
"MOPTI","BANKASS","OUENKORO","SOUHE","ECOLE 1ER CYCLE SOUHE","001",177,102,279
"MOPTI","BANKASS","OUENKORO","THIONDOUGOU","ECOLE 1ER CYCLE THIONDOUGOU","001",177,112,289
"MOPTI","BANKASS","OUENKORO","THIONDOUGOU","ECOLE 1ER CYCLE THIONDOUGOU","002",177,111,288
"MOPTI","BANKASS","OUENKORO","TOGON","ECOLE 1ER CYCLE TOGON","001",102,89,191
"MOPTI","BANKASS","OUENKORO","YALLANKORO","VESTIBULE CHEF VILLAGE YALLAKORO","001",122,114,236
"MOPTI","BANKASS","OUENKORO","YAROU LANFIERA","VESTIBULE CHEF VILLAGE YARAN-LANFIARA","001",116,140,256
"MOPTI","BANKASS","SEGUE","AMBASSA","PLACE PUBLIQUE","001",92,110,202
"MOPTI","BANKASS","SEGUE","BALAWA","PLACE PUBLIQUE BALAWA","001",53,59,112
"MOPTI","BANKASS","SEGUE","BAVEMA","PLACE PUBLIQUE BAWEMA","001",104,116,220
"MOPTI","BANKASS","SEGUE","BENTEGUE","PLACE PUBLIQUE BENTEGUE","001",70,69,139
"MOPTI","BANKASS","SEGUE","BOUL","PLACE PUBLIQUE BOUL","001",55,71,126
"MOPTI","BANKASS","SEGUE","DAOU","PLACE PUBLIQUE DAOU","001",74,95,169
"MOPTI","BANKASS","SEGUE","DIAN","VESTIBULE CHEF ET CONSEILLER VILLAGE","001",112,154,266
"MOPTI","BANKASS","SEGUE","DIAN","VESTIBULE CHEF ET CONSEILLER VILLAGE","002",117,149,266
"MOPTI","BANKASS","SEGUE","DIGNI","DIGNI","001",1,1,2
"MOPTI","BANKASS","SEGUE","DIGNI-YOLO-DOGON","VESTIBULE CHEF VILLAGE DIGNY YOLLO DOGON","001",71,62,133
"MOPTI","BANKASS","SEGUE","DIGNI-YOLO-PEULH","PLACE PUBLIQUE DIGNY-YOLLO-PEULH","001",66,42,108
"MOPTI","BANKASS","SEGUE","DIOBORO","PLACE PUBLIQUE DIOBORO","001",39,32,71
"MOPTI","BANKASS","SEGUE","DJENA DOGON","PLACE PUBLIQUE DJENA-DOGON","001",41,54,95
"MOPTI","BANKASS","SEGUE","DJINADIO","ECOLE DJINADIO","001",90,111,201
"MOPTI","BANKASS","SEGUE","DOHE","VESTIBULE CHEF VILLAGE DOBE","001",51,71,122
"MOPTI","BANKASS","SEGUE","DOM","VESTIBULE CHEF VILLAGE DOM","001",83,98,181
"MOPTI","BANKASS","SEGUE","DOME","VESTIBULE CHEF VILLAGE DOME","001",95,112,207
"MOPTI","BANKASS","SEGUE","DOUNDE","ECOLE DOUNDE","001",199,223,422
"MOPTI","BANKASS","SEGUE","GUILE DOGON","MAGASIN VILLAGE","001",136,154,290
"MOPTI","BANKASS","SEGUE","GUILE PEULH","PLACE PUBLIQUE GUILE-PEULH","001",34,36,70
"MOPTI","BANKASS","SEGUE","KASSAGOU","ECOLE KASSAGOU","001",123,162,285
"MOPTI","BANKASS","SEGUE","KASSAROU","PLACE PUBLIQUE KASSAROU","001",90,72,162
"MOPTI","BANKASS","SEGUE","KOBOLAGADO","VESTIBULE CHEF VILLAGE KOBOLAGADO","001",107,93,200
"MOPTI","BANKASS","SEGUE","KOGO","VESTIBULE CHEF VILLAGE KOGO","001",123,136,259
"MOPTI","BANKASS","SEGUE","KOULOU","KOULOU","001",202,253,455
"MOPTI","BANKASS","SEGUE","KOUME","VESTIBULE CHEF VILLAGE KOUME","001",125,161,286
"MOPTI","BANKASS","SEGUE","LEGUERE","PLACE PUBLIQUE LEGUERE","001",43,44,87
"MOPTI","BANKASS","SEGUE","NGONE DOGON","VESTIBULE CHEF VILLAGE NGONE-DOGON","001",41,79,120
"MOPTI","BANKASS","SEGUE","NGONE PEULH","VESTIBULE CHEF VILLAGE NGONE-PEULH","001",73,69,142
"MOPTI","BANKASS","SEGUE","NIONDO","PLACE PUBLIQUE NIONDO","001",71,95,166
"MOPTI","BANKASS","SEGUE","OGOTA","VESTIBULE CHEF VILLAGE OGOTA","001",67,82,149
"MOPTI","BANKASS","SEGUE","OROSSAGOU","ECOLE OROSSAGOU","001",69,103,172
"MOPTI","BANKASS","SEGUE","OUMBE","VESTIBULE CHEF VILLAGE OUMBE","001",72,92,164
"MOPTI","BANKASS","SEGUE","SAMA","PLACE PUBLIQUE SAMA","001",138,149,287
"MOPTI","BANKASS","SEGUE","SEGUE","ECOLE SEGUE","001",161,158,319
"MOPTI","BANKASS","SEGUE","SEGUE","ECOLE SEGUE","002",163,155,318
"MOPTI","BANKASS","SEGUE","SILAPANGA-DOGON","VESTIBULE CHEF VILLAGE SILAPANAGAN DOGON","001",37,31,68
"MOPTI","BANKASS","SEGUE","SILAPANGA-PEULH","PLACE PUBLIQUE SILAPANGA-PEULH","001",76,104,180
"MOPTI","BANKASS","SEGUE","SO","PLACE PUBLIQUE SOOH","001",103,144,247
"MOPTI","BANKASS","SEGUE","SONFOUNOU-DOGON","PLACE PUBLIQUE SONFOUNOU-DOGON","001",34,38,72
"MOPTI","BANKASS","SEGUE","SONFOUNOU-PEULH","PLACE PUBLIQUE SONFOUNOU-PEULH","001",54,38,92
"MOPTI","BANKASS","SEGUE","TANGOULE","PLACE PUBLIQUE TANGOULE","001",68,48,116
"MOPTI","BANKASS","SEGUE","THY","VESTIBULE CHEF VILLAGE THY","001",137,196,333
"MOPTI","BANKASS","SEGUE","TIGUILABO","PLACE PUBLIQUE TIGUILABO","001",49,76,125
"MOPTI","BANKASS","SEGUE","TISSAGOU","VESTIBULE CHEF VILLAGE TISSAGOU","001",44,65,109
"MOPTI","BANKASS","SEGUE","WOGOU","VESTIBULE CHEF VILLAGE WOGOU","001",60,54,114
"MOPTI","BANKASS","SEGUE","YELE","ECOLE YELLE","001",151,140,291
"MOPTI","BANKASS","SEGUE","YELE","ECOLE YELLE","002",144,147,291
"MOPTI","BANKASS","SOKOURA","BANSI","BANSI 1ER CYCLE","001",268,211,479
"MOPTI","BANKASS","SOKOURA","BANSI","BANSI 1ER CYCLE","002",246,232,478
"MOPTI","BANKASS","SOKOURA","BOULEL","BOULEL","001",238,203,441
"MOPTI","BANKASS","SOKOURA","BOUNDOUHEROU","BOUNDEHEROU","001",121,113,234
"MOPTI","BANKASS","SOKOURA","DIAH","DIAH","001",89,101,190
"MOPTI","BANKASS","SOKOURA","DIANWELY","DIANWELY","001",87,88,175
"MOPTI","BANKASS","SOKOURA","DJIGAN","DJIGAN","001",118,117,235
"MOPTI","BANKASS","SOKOURA","GANIDAH","GANIDAH","001",205,211,416
"MOPTI","BANKASS","SOKOURA","GANIDAH","GANIDAH","002",206,210,416
"MOPTI","BANKASS","SOKOURA","GANIDAH","GANIDAH","003",215,200,415
"MOPTI","BANKASS","SOKOURA","GANIDAH","GANIDAH","004",212,203,415
"MOPTI","BANKASS","SOKOURA","GANIDAH","GANIDAH","005",198,217,415
"MOPTI","BANKASS","SOKOURA","GUINABAN","GUINABAN","001",173,197,370
